UNLV-ISRI OCR Word Accuracy Report Version 5.1
----------------------------------------------
    9906   Words
    4527   Misrecognized
   54.30%  Accuracy

Stopwords
   Count   Missed   %Right   Length
       1        0   100.00   erne
       1        0   100.00   ernes
       1        1     0.00   errore
       1        1     0.00   ervationer
       1        1     0.00   ervera
       1        1     0.00   erveras
       1        1     0.00   erverat
       2        1    50.00   erã
       9        4    55.56   es
      30       12    60.00   et
      16        8    50.00   ett
       1        1     0.00   eu
       1        1     0.00   euphorbia
       1        1     0.00   europa
       1        1     0.00   euå
       1        1     0.00   ewig
       1        1     0.00   ewã
       4        3    25.00   ex
       1        1     0.00   exacer
       1        1     0.00   examineras
       2        1    50.00   exempel
       1        1     0.00   experimen
       1        1     0.00   exprimeras
       3        2    33.33   ey
       1        0   100.00   eå
      36       11    69.44   f
       1        1     0.00   faarbroder
       1        1     0.00   fabriqueurens
       1        0   100.00   fader
       1        0   100.00   fadher
       1        0   100.00   fadt
       1        1     0.00   fahrlig
       1        1     0.00   fall
       2        1    50.00   faller
       1        0   100.00   familiaris
       1        0   100.00   fanns
       1        1     0.00   fans
       2        1    50.00   far
       1        1     0.00   farit
       1        1     0.00   farligt
       8        1    87.50   faå
       1        0   100.00   fde
       3        3     0.00   fe
       1        1     0.00   feber
       1        0   100.00   febri
       1        1     0.00   februarii
       1        0   100.00   feck
       1        0   100.00   felas
       1        1     0.00   fermentum
       1        1     0.00   feå
       1        1     0.00   ff
       1        1     0.00   ffre
       1        1     0.00   ffuer
       2        2     0.00   fi
       1        1     0.00   fiber
       2        1    50.00   fiendar
       1        0   100.00   fienden
       1        1     0.00   fiender
       1        0   100.00   fienders
       1        0   100.00   fiendtligit
       1        1     0.00   fierde
       1        0   100.00   figur
       1        1     0.00   fikon
       1        1     0.00   fikontrã
       1        0   100.00   filamento
       1        1     0.00   filamentum
       1        0   100.00   filt
       1        0   100.00   finare
       1        0   100.00   fingos
       1        0   100.00   finhet
       1        1     0.00   finna
       2        0   100.00   finnas
       1        0   100.00   finner
       5        1    80.00   finnes
       1        0   100.00   fins
       1        1     0.00   fiukdomar
       1        1     0.00   fiå
       1        1     0.00   fjerran
       1        0   100.00   fl
       1        0   100.00   flakar
       1        1     0.00   fle
       3        0   100.00   flera
       1        1     0.00   flerahanda
       4        2    50.00   flere
       1        0   100.00   fleå
       1        1     0.00   flikar
       1        1     0.00   flit
       1        1     0.00   florentz
       1        1     0.00   floris
       2        1    50.00   flugor
       1        0   100.00   fluguegg
       1        1     0.00   fluã
       1        0   100.00   flydde
       1        1     0.00   flyga
       1        1     0.00   flygande
       1        1     0.00   flytidt
       4        3    25.00   flã
       1        1     0.00   focta
       1        1     0.00   foglen
       1        1     0.00   fohrman
       1        1     0.00   fohrmannen
       1        1     0.00   folcket
       3        1    66.67   folk
       1        0   100.00   folkena
       1        1     0.00   folker
       1        0   100.00   folket
       2        2     0.00   fontangen
       1        0   100.00   forbã
       1        1     0.00   fordra
       1        1     0.00   foris
       1        1     0.00   fortå
       1        1     0.00   foå
       4        0   100.00   fram
       2        1    50.00   framalå
       1        1     0.00   framfoot
       1        0   100.00   framkomma
       2        0   100.00   framkommer
       1        1     0.00   frampt
       2        2     0.00   framå
       1        1     0.00   franciå
       1        1     0.00   franckrijke
       1        1     0.00   franckrike
       2        1    50.00   frat
       1        1     0.00   frende
       1        1     0.00   frenum
       1        1     0.00   frequentatam
       1        0   100.00   fria
       1        1     0.00   frids
       2        1    50.00   frige
       1        0   100.00   frije
       1        1     0.00   frimã
       1        1     0.00   fritilla
       1        1     0.00   fritillaria
       2        1    50.00   friå
       2        2     0.00   frucht
       1        1     0.00   fruchta
       1        1     0.00   fruchter
       1        1     0.00   fruentimmers
       2        2     0.00   fruk
       2        1    50.00   frukt
       1        0   100.00   frukta
       1        0   100.00   fruktar
       1        0   100.00   frukten
       2        1    50.00   fruktå
      35       12    65.71   frã
       1        1     0.00   ftgã
       1        0   100.00   fuktas
       1        0   100.00   fuktiga
       2        1    50.00   full
       1        1     0.00   fuller
       2        2     0.00   fullã
       1        1     0.00   fulmã
       1        0   100.00   fult
       1        0   100.00   fumi
       1        0   100.00   fumos
       1        0   100.00   funnit
       1        0   100.00   funno
       1        1     0.00   funnos
       2        1    50.00   furå
       1        1     0.00   fuul
       2        0   100.00   fwa
       1        0   100.00   fwade
       1        1     0.00   fwande
       1        0   100.00   fwanpã
       1        0   100.00   fwas
       1        0   100.00   fwat
       1        0   100.00   fwe
      13        2    84.62   fwen
       9        3    66.67   fwer
       1        1     0.00   fwerbindes
       1        1     0.00   fwerdragen
       1        0   100.00   fwertala
       1        0   100.00   fwerwinner
       1        1     0.00   fwerwunnen
       5        2    60.00   fwerå
       1        1     0.00   fyrfotade
     186       48    74.19   fã
      16       11    31.25   g
       5        4    20.00   ga
       3        0   100.00   gade
       2        1    50.00   gades
       1        1     0.00   galium
       1        0   100.00   gallã
       1        1     0.00   gam
       1        1     0.00   gambla
       1        0   100.00   gamlas
       2        1    50.00   gamle
       2        0   100.00   gammal
       1        0   100.00   gammalt
       1        0   100.00   gan
       5        5     0.00   ganden
       2        0   100.00   ganå
       1        1     0.00   garn
       2        1    50.00   gas
       2        2     0.00   gaå
       1        0   100.00   gder
       4        0   100.00   ge
       1        0   100.00   gelig
       1        0   100.00   gement
       1        0   100.00   gemã
       9        7    22.22   gen
       1        1     0.00   generis
       1        1     0.00   genheten
       6        5    16.67   genom
       1        1     0.00   genter
       1        0   100.00   gentis
       6        2    66.67   ger
       4        2    50.00   germen
       1        1     0.00   gerna
       1        1     0.00   gerã
       1        0   100.00   ges
       2        2     0.00   geå
       1        0   100.00   ggar
       4        0   100.00   gge
       1        0   100.00   gger
       2        2     0.00   ghe
       1        1     0.00   ghenheet
       1        1     0.00   ghnã
       1        0   100.00   ghon
       2        2     0.00   ghot
       1        1     0.00   ghå
       1        0   100.00   gia
       1        1     0.00   giff
       2        0   100.00   gift
       1        0   100.00   gifte
       1        0   100.00   giftermã
       3        1    66.67   gifwa
       1        0   100.00   gifwer
       2        2     0.00   gifwit
       1        0   100.00   ginge
       1        0   100.00   giorde
       1        1     0.00   giordt
       1        0   100.00   giort
       1        1     0.00   giru
       2        0   100.00   giã
       1        0   100.00   gjorde
       1        0   100.00   gjordt
       2        0   100.00   gjort
       6        1    83.33   glas
       1        1     0.00   glaã
       1        0   100.00   glaå
       2        0   100.00   glã
       3        0   100.00   gna
       1        0   100.00   gnar
       1        1     0.00   gnaå
       1        1     0.00   gneå
       1        1     0.00   god
       1        0   100.00   goda
       2        1    50.00   gode
       1        1     0.00   godhet
       1        1     0.00   godt
       2        2     0.00   godz
       2        2     0.00   godzet
       1        1     0.00   golfwet
       9        1    88.89   gon
       1        0   100.00   gonen
       1        1     0.00   gonorrhoea
       1        1     0.00   gonward
       1        1     0.00   gor
       1        0   100.00   gorlunda
       8        3    62.50   got
       1        1     0.00   gottl
      13       13     0.00   gr
       3        0   100.00   gra
       1        1     0.00   grader
       1        1     0.00   grafwen
       1        1     0.00   gramina
       1        0   100.00   grant
       2        1    50.00   gre
       1        0   100.00   grenar
       1        0   100.00   grep
       1        0   100.00   grijpa
       1        0   100.00   gruffuer
       1        0   100.00   grufwelig
       1        1     0.00   grund
       2        0   100.00   grunden
       1        1     0.00   gruå
       1        0   100.00   grymma
       2        0   100.00   grã
       1        1     0.00   gu
       1        1     0.00   gud
       1        1     0.00   gudar
       3        3     0.00   gudarna
       5        5     0.00   gudh
       1        1     0.00   gudz
       2        2     0.00   guld
       1        0   100.00   gull
       1        0   100.00   gyllende
       1        1     0.00   gymnoå
      36        5    86.11   gã
       4        1    75.00   gå
       2        2     0.00   h
       3        1    66.67   ha
       3        2    33.33   haar
       1        1     0.00   habitus
      14        3    78.57   hade
       3        2    33.33   haf
       4        4     0.00   hafft
       3        1    66.67   haffuer
       3        3     0.00   hafre
       1        1     0.00   hafs
       1        1     0.00   hafswattn
      25        9    64.00   hafwa
       1        0   100.00   hafwande
       1        1     0.00   hafwe
       1        0   100.00   hafwen
      25        6    76.00   hafwer
       1        0   100.00   halfdã
       1        1     0.00   halfft
       1        1     0.00   halfwa
       1        1     0.00   halla
       1        0   100.00   halm
       1        0   100.00   halmkã
       1        1     0.00   hals
       1        0   100.00   hamburg
       1        1     0.00   hampa
      59       17    71.19   han
       1        0   100.00   hanblomå
       2        2     0.00   hand
       1        1     0.00   hande
       1        0   100.00   handen
       1        0   100.00   handkraft
       1        1     0.00   handla
       1        1     0.00   handlen
       1        1     0.00   handtwã
       1        0   100.00   handå
       1        0   100.00   hanen
       3        2    33.33   hanor
       8        2    75.00   hans
      29        6    79.31   har
       2        1    50.00   hardt
       1        1     0.00   harfwar
       2        1    50.00   haå
       1        0   100.00   hederlig
       1        0   100.00   hederligen
       1        1     0.00   heel
       1        1     0.00   heela
       1        0   100.00   heelt
       1        1     0.00   hefftig
       7        1    85.71   hela
       1        0   100.00   helgon
       1        1     0.00   hellebo
       1        1     0.00   heller
       4        1    75.00   helt
       1        1     0.00   helã
       4        3    25.00   helå
       1        0   100.00   hem
       1        0   100.00   hemliga
       1        0   100.00   hemlige
       1        0   100.00   hemligen
       1        1     0.00   hemligheet
       2        1    50.00   henne
       1        0   100.00   hennes
       1        0   100.00   herdar
       4        1    75.00   herr
       1        0   100.00   herrar
       2        0   100.00   herre
       2        2     0.00   herren
       1        1     0.00   herrligt
       3        1    66.67   heter
       1        1     0.00   heå
       2        2     0.00   hic
       1        1     0.00   hielp
       3        2    33.33   hielpa
       1        1     0.00   hielpas
       1        1     0.00   hiemå
       1        0   100.00   hierta
       2        0   100.00   hiertat
       1        1     0.00   hijt
       1        1     0.00   himmelen
       2        2     0.00   himmelå
       1        0   100.00   hinderlige
       1        0   100.00   hindra
       1        0   100.00   hinna
       1        1     0.00   hitzige
       1        1     0.00   hitzigheter
       1        0   100.00   hiå
       1        0   100.00   hjelp
       1        1     0.00   hjertan
       2        1    50.00   hl
       2        2     0.00   hlet
       1        1     0.00   hollendaren
      11        1    90.91   hon
       1        1     0.00   hona
       5        0   100.00   honan
       1        1     0.00   honans
      14        2    85.71   honom
       1        0   100.00   honorna
       1        0   100.00   honungen
       2        2     0.00   honungshus
       2        2     0.00   honungshuå
       1        1     0.00   hoop
       6        5    16.67   hoos
       1        0   100.00   hopfogar
       1        1     0.00   hopwuxna
       1        1     0.00   hopwuxne
       1        1     0.00   hornlikt
