UNLV-ISRI OCR Word Accuracy Report Version 5.1
----------------------------------------------
    8402   Words
    6247   Misrecognized
   25.65%  Accuracy

Stopwords
   Count   Missed   %Right   Length
       1        1     0.00   gudinnan
       1        1     0.00   gudinnor
       1        1     0.00   guds
       1        1     0.00   guld
       2        2     0.00   gyllenbalance
       2        2     0.00   gyllene
       1        1     0.00   gymnasium
      30       12    60.00   gã
       7        6    14.29   ha
      12       12     0.00   hade
       1        1     0.00   haden
      10       10     0.00   hafwa
       1        1     0.00   hafwen
       1        1     0.00   hakan
       1        1     0.00   half
       1        1     0.00   halfguden
       1        1     0.00   halfwaket
       1        1     0.00   halsband
       1        1     0.00   halsen
       1        1     0.00   halt
     106       92    13.21   han
       3        3     0.00   hand
       2        2     0.00   handel
       1        1     0.00   handen
       1        1     0.00   handgripelige
       1        1     0.00   handlande
       1        1     0.00   handterad
       3        3     0.00   handtwã
       1        1     0.00   hanreyer
      15       15     0.00   hans
      23       23     0.00   har
       1        1     0.00   hat
       3        3     0.00   heder
       1        1     0.00   hederlig
       1        1     0.00   hederliga
       1        1     0.00   heders
       1        1     0.00   hedningar
       1        1     0.00   hedrad
       1        1     0.00   hedren
       1        1     0.00   hel
       5        5     0.00   hela
       1        1     0.00   helicon
       1        1     0.00   heller
       3        3     0.00   helt
       1        1     0.00   helwetit
       1        1     0.00   hemgã
       1        0   100.00   hemma
       7        6    14.29   henne
      23       10    56.52   herr
       3        0   100.00   herrar
       6        4    33.33   herre
       2        2     0.00   herres
       1        0   100.00   herrskap
       8        7    12.50   heta
       2        2     0.00   hette
       1        1     0.00   hielp
       1        1     0.00   hielpredor
       1        1     0.00   hielte
       1        1     0.00   hierna
       6        6     0.00   hiernbrott
       1        1     0.00   hiernbrotts
       1        1     0.00   hiertat
       3        3     0.00   hiertskott
       1        1     0.00   hiertskotts
       1        1     0.00   hildar
       2        2     0.00   himla
       2        2     0.00   himlarne
       1        1     0.00   himlen
       2        2     0.00   himmelen
       1        1     0.00   himmelrike
       1        1     0.00   himmels
       1        1     0.00   hin
       1        1     0.00   hinder
       1        1     0.00   hint
       1        1     0.00   historicus
       2        2     0.00   hit
       1        1     0.00   hittils
       1        1     0.00   hitzig
       1        1     0.00   hitzighet
       3        3     0.00   hiã
       2        2     0.00   hl
       1        1     0.00   hla
       2        2     0.00   hofbuss
       1        1     0.00   hofwet
       1        0   100.00   homme
      20       19     5.00   hon
      19       16    15.79   honom
       2        2     0.00   hop
       1        1     0.00   hopen
       2        2     0.00   hopp
       1        1     0.00   hoppet
      17       17     0.00   hos
       1        1     0.00   hostan
       1        1     0.00   hot
       3        3     0.00   hr
       6        6     0.00   hra
       5        5     0.00   hran
       2        2     0.00   hrans
       1        1     0.00   hras
       1        1     0.00   hrelystnad
       1        1     0.00   hrender
       2        2     0.00   hrligen
       4        4     0.00   hrs
       1        1     0.00   hufwud
       1        1     0.00   hufwuden
       1        1     0.00   hufwudlast
       1        1     0.00   hugg
       1        1     0.00   hugna
       1        1     0.00   hulpo
       2        2     0.00   hunden
       1        1     0.00   hundwalp
       1        1     0.00   hur
       1        1     0.00   hurtiga
